ID,Detail,Cause,Result
20060311-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20060318-0,Landing mishaps;Landing after unstabilized approach;Runway mishap,LANDING/TAKEOFF,Runway mishap
20060427-0,Landing mishaps;Bounced on landing;Runway mishap,LANDING/TAKEOFF,Runway mishap
20060624-0,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20060907-0,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20061101-1,Landing mishaps;Bounced on landing;Runway mishap,LANDING/TAKEOFF,Runway mishap
20061111-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20070111-0,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20070221-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20070316-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20070323-2,Landing mishaps;Runway excursion;High speed landing,LANDING/TAKEOFF,Runway excursion
20070520-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20070630-0,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20070701-0,Landing mishaps;Bounced on landing;Runway excursion,LANDING/TAKEOFF,Runway excursion
20070706-0,Landing mishaps;Runway excursion;High speed landing,LANDING/TAKEOFF,Runway excursion
20070717-1,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20071013-0,Landing mishaps;Runway mishap;Takeoff from wrong runway,LANDING/TAKEOFF,Runway mishap
20071027-1,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20071101-0,Landing mishaps;Bounced on landing;Runway mishap,LANDING/TAKEOFF,Runway mishap
20071109-0,Landing mishaps;Landing after unstabilized approach;Runway excursion;Heavy landing,LANDING/TAKEOFF,Runway excursion
20071216-0,Landing mishaps;Landing after unstabilized approach;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20080207-2,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20080314-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20080402-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20080610-0,Landing mishaps;Late landing;Runway excursion,LANDING/TAKEOFF,Runway excursion
20080706-0,Landing mishaps;Landing after unstabilized approach;Loss of control,LANDING/TAKEOFF,Loss of control
20080714-1,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20080718-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20080722-0,Landing mishaps;Bounced on landing;Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20080728-0,Landing mishaps;Bounced on landing;Runway mishap,LANDING/TAKEOFF,Runway mishap
20080730-0,Landing mishaps;Runway excursion;High speed landing,LANDING/TAKEOFF,Runway excursion
20080905-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20080925-0,Landing mishaps;Late landing;Runway excursion,LANDING/TAKEOFF,Runway excursion
20081106-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20081212-0,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20090116-0,Landing mishaps;Late landing;Runway excursion,LANDING/TAKEOFF,Runway excursion
20090127-0,Landing mishaps;Landing after unstabilized approach;Loss of control,LANDING/TAKEOFF,Loss of control
20090206-0,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20090209-0,Landing mishaps;Late landing;Runway excursion,LANDING/TAKEOFF,Runway excursion
20090309-1,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20090323-0,Landing mishaps;Bounced on landing;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20090420-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20090504-0,Landing mishaps;Bounced on landing;Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20090603-1,Landing mishaps;Runway mishap;Heavy landing;Tailstrike,LANDING/TAKEOFF,Runway mishap
20090609-1,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20090626-0,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20090629-1,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20090630-0,Landing mishaps;Landing after unstabilized approach;Loss of control,LANDING/TAKEOFF,Loss of control
20090724-0,Landing mishaps;Runway excursion;High speed landing,LANDING/TAKEOFF,Runway excursion
20090729-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20090810-0,Landing mishaps;Bounced on landing;Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20090913-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20091020-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20091110-0,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20091221-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20100321-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20100505-0,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20100615-0,Landing mishaps;Runway excursion;High speed landing,LANDING/TAKEOFF,Runway excursion
20100718-4,Landing mishaps;Bounced on landing;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20100727-0,Landing mishaps;Bounced on landing;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20101003-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20101102-0,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20101117-0,Landing mishaps;Late landing;Runway excursion,LANDING/TAKEOFF,Runway excursion
20110304-0,Landing mishaps;Landing after unstabilized approach;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20110413-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20110417-0,Landing mishaps;Bounced on landing;Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20110525-0,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20110615-1,Landing mishaps;Runway excursion;High speed landing,LANDING/TAKEOFF,Runway excursion
20110617-1,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20110710-0,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20110711-1,Landing mishaps;Bounced on landing;Runway mishap,LANDING/TAKEOFF,Runway mishap
20110730-0,Landing mishaps;Late landing;Runway excursion,LANDING/TAKEOFF,Runway excursion
20110730-1,Landing mishaps;Landing after unstabilized approach;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20110904-0,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20110916-0,Landing mishaps;Late landing;Runway excursion,LANDING/TAKEOFF,Runway excursion
20110922-0,Landing mishaps;Bounced on landing;Loss of control,LANDING/TAKEOFF,Loss of control
20110926-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20111203-0,Landing mishaps;Landing after unstabilized approach;Runway mishap,LANDING/TAKEOFF,Runway mishap
20111213-0,Landing mishaps;Landing after unstabilized approach;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20111220-0,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20111228-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20119999-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20120214-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20120309-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20120315-2,Landing mishaps;Bounced on landing;Runway mishap,LANDING/TAKEOFF,Runway mishap
20120317-0,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20120428-0,Landing mishaps;Bounced on landing;Runway excursion;Heavy landing,LANDING/TAKEOFF,Runway excursion
20120602-0,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20120607-0,Landing mishaps;Landing after unstabilized approach;Loss of control,LANDING/TAKEOFF,Loss of control
20120620-0,Landing mishaps;Bounced on landing;Runway mishap,LANDING/TAKEOFF,Runway mishap
20120718-0,Landing mishaps;Landing after unstabilized approach;Runway mishap,LANDING/TAKEOFF,Runway mishap
20120722-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20120806-0,Landing mishaps;Landing after unstabilized approach;Late landing;Runway excursion,LANDING/TAKEOFF,Runway excursion
20121017-0,Landing mishaps;Runway mishap;Heavy landing;Tailstrike,LANDING/TAKEOFF,Runway mishap
20121019-0,Landing mishaps;Runway mishap;Heavy landing;Windshear/downdraft,LANDING/TAKEOFF;WEATHER,Runway mishap
20121019-1,Landing mishaps;Runway excursion;Heavy landing,LANDING/TAKEOFF,Runway excursion
20121030-1,Landing mishaps;Runway excursion;Heavy landing,LANDING/TAKEOFF,Runway excursion
20121111-0,Landing mishaps;Late landing;Runway excursion,LANDING/TAKEOFF,Runway excursion
20130117-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20130125-1,Landing mishaps;Runway mishap;Heavy landing;Windshear/downdraft,LANDING/TAKEOFF;WEATHER,Runway mishap
20130202-0,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20130215-0,Landing mishaps;Runway mishap;Heavy landing;Icing,LANDING/TAKEOFF;WEATHER,Runway mishap
20130302-1,Landing mishaps;Bounced on landing;Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20130405-0,Landing mishaps;Bounced on landing;Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
20130519-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20130531-0,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20130601-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20130602-0,Landing mishaps;Landing after unstabilized approach;Runway excursion;Heavy rainfall,LANDING/TAKEOFF;WEATHER,Runway excursion
20130607-0,Landing mishaps;Runway mishap;Heavy landing,LANDING/TAKEOFF,Runway mishap
20130722-0,Landing mishaps;Landing after unstabilized approach;Runway mishap,LANDING/TAKEOFF,Runway mishap
20130805-1,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20130908-1,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20130909-0,Landing mishaps;Landing after unstabilized approach;Controlled Flight Into Terrain (CFIT);Ground,LANDING/TAKEOFF,Controlled Flight Into Terrain (CFIT)
20131115-0,Landing mishaps;Landing after unstabilized approach;Runway excursion,LANDING/TAKEOFF,Runway excursion
20140103-0,Landing mishaps;Bounced on landing;Runway mishap;Tailstrike,LANDING/TAKEOFF,Runway mishap
